codigo_nacional,codigo_regional,region,prefijo,tipo,clasificacion,renombrado,base_regional,fuente_correspondencia,score_jaccard,nota,iar_reg,iar_nac,oar_reg,oar_nac
DEMRESELCREF_LOW_URB,AN_DEMRESELCREF_LOW_URB,AN,AN,technology,mapeo_directo,False,DEMRESELCREF_LOW_URB,identidad,,,AN_ELC003,ELC002,AN_RESREF_URB,RESREF_URB
DEMRESELCREF_LOW_URB,CA_DEMRESELCREF_LOW_URB,CA,CA,technology,mapeo_directo,False,DEMRESELCREF_LOW_URB,identidad,,,CA_ELC003,ELC002,CA_RESREF_URB,RESREF_URB
DEMRESELCREF_LOW_URB,NE_DEMRESELCREF_LOW_URB,NE,NE,technology,mapeo_directo,False,DEMRESELCREF_LOW_URB,identidad,,,NE_ELC003,ELC002,NE_RESREF_URB,RESREF_URB
DEMRESELCREF_LOW_URB,OR_DEMRESELCREF_LOW_URB,OR,OR,technology,mapeo_directo,False,DEMRESELCREF_LOW_URB,identidad,,,OR_ELC003,ELC002,OR_RESREF_URB,RESREF_URB
DEMRESELCREF_LOW_URB,SO_DEMRESELCREF_LOW_URB,SO,SO,technology,mapeo_directo,False,DEMRESELCREF_LOW_URB,identidad,,,SO_ELC003,ELC002,SO_RESREF_URB,RESREF_URB
DEMRESELCREF_MID_RUR,AN_DEMRESELCREF_MID_RUR,AN,AN,technology,mapeo_directo,False,DEMRESELCREF_MID_RUR,identidad,,,AN_ELC003,ELC002,AN_RESREF_RUR,RESREF_RUR
DEMRESELCREF_MID_RUR,CA_DEMRESELCREF_MID_RUR,CA,CA,technology,mapeo_directo,False,DEMRESELCREF_MID_RUR,identidad,,,CA_ELC003,ELC002,CA_RESREF_RUR,RESREF_RUR
DEMRESELCREF_MID_RUR,NE_DEMRESELCREF_MID_RUR,NE,NE,technology,mapeo_directo,False,DEMRESELCREF_MID_RUR,identidad,,,NE_ELC003,ELC002,,
DEMRESELCREF_MID_RUR,OR_DEMRESELCREF_MID_RUR,OR,OR,technology,mapeo_directo,False,DEMRESELCREF_MID_RUR,identidad,,,OR_ELC003,ELC002,OR_RESREF_RUR,RESREF_RUR
DEMRESELCREF_MID_RUR,SO_DEMRESELCREF_MID_RUR,SO,SO,technology,mapeo_directo,False,DEMRESELCREF_MID_RUR,identidad,,,SO_ELC003,ELC002,SO_RESREF_RUR,RESREF_RUR
DEMRESELCREF_MID_URB,AN_DEMRESELCREF_MID_URB,AN,AN,technology,mapeo_directo,False,DEMRESELCREF_MID_URB,identidad,,,AN_ELC003,ELC002,AN_RESREF_URB,RESREF_URB
DEMRESELCREF_MID_URB,CA_DEMRESELCREF_MID_URB,CA,CA,technology,mapeo_directo,False,DEMRESELCREF_MID_URB,identidad,,,CA_ELC003,ELC002,CA_RESREF_URB,RESREF_URB
DEMRESELCREF_MID_URB,NE_DEMRESELCREF_MID_URB,NE,NE,technology,mapeo_directo,False,DEMRESELCREF_MID_URB,identidad,,,NE_ELC003,ELC002,NE_RESREF_URB,RESREF_URB
DEMRESELCREF_MID_URB,OR_DEMRESELCREF_MID_URB,OR,OR,technology,mapeo_directo,False,DEMRESELCREF_MID_URB,identidad,,,OR_ELC003,ELC002,OR_RESREF_URB,RESREF_URB
DEMRESELCREF_MID_URB,SO_DEMRESELCREF_MID_URB,SO,SO,technology,mapeo_directo,False,DEMRESELCREF_MID_URB,identidad,,,SO_ELC003,ELC002,SO_RESREF_URB,RESREF_URB
DEMRESELCTV_CRT_RUR,AN_DEMRESELCTV_CRT_RUR,AN,AN,technology,mapeo_directo,False,DEMRESELCTV_CRT_RUR,identidad,,,AN_ELC003,ELC002,AN_RESTV_RUR,RESTV_RUR
DEMRESELCTV_CRT_RUR,CA_DEMRESELCTV_CRT_RUR,CA,CA,technology,mapeo_directo,False,DEMRESELCTV_CRT_RUR,identidad,,,CA_ELC003,ELC002,CA_RESTV_RUR,RESTV_RUR
DEMRESELCTV_CRT_RUR,NE_DEMRESELCTV_CRT_RUR,NE,NE,technology,mapeo_directo,False,DEMRESELCTV_CRT_RUR,identidad,,,NE_ELC003,ELC002,NE_RESTV_RUR,RESTV_RUR
DEMRESELCTV_CRT_RUR,OR_DEMRESELCTV_CRT_RUR,OR,OR,technology,mapeo_directo,False,DEMRESELCTV_CRT_RUR,identidad,,,OR_ELC003,ELC002,OR_RESTV_RUR,RESTV_RUR
DEMRESELCTV_CRT_RUR,SO_DEMRESELCTV_CRT_RUR,SO,SO,technology,mapeo_directo,False,DEMRESELCTV_CRT_RUR,identidad,,,SO_ELC003,ELC002,SO_RESTV_RUR,RESTV_RUR
DEMRESELCTV_CRT_URB,AN_DEMRESELCTV_CRT_URB,AN,AN,technology,mapeo_directo,False,DEMRESELCTV_CRT_URB,identidad,,,AN_ELC003,ELC002,AN_RESTV_URB,RESTV_URB
DEMRESELCTV_CRT_URB,CA_DEMRESELCTV_CRT_URB,CA,CA,technology,mapeo_directo,False,DEMRESELCTV_CRT_URB,identidad,,,CA_ELC003,ELC002,CA_RESTV_URB,RESTV_URB
DEMRESELCTV_CRT_URB,NE_DEMRESELCTV_CRT_URB,NE,NE,technology,mapeo_directo,False,DEMRESELCTV_CRT_URB,identidad,,,NE_ELC003,ELC002,NE_RESTV_URB,RESTV_URB
DEMRESELCTV_CRT_URB,OR_DEMRESELCTV_CRT_URB,OR,OR,technology,mapeo_directo,False,DEMRESELCTV_CRT_URB,identidad,,,OR_ELC003,ELC002,OR_RESTV_URB,RESTV_URB
DEMRESELCTV_CRT_URB,SO_DEMRESELCTV_CRT_URB,SO,SO,technology,mapeo_directo,False,DEMRESELCTV_CRT_URB,identidad,,,SO_ELC003,ELC002,SO_RESTV_URB,RESTV_URB
DEMRESELCTV_HIG_RUR,AN_DEMRESELCTV_HIG_RUR,AN,AN,technology,mapeo_directo,False,DEMRESELCTV_HIG_RUR,identidad,,,AN_ELC003,ELC002,AN_RESTV_RUR,RESTV_RUR
DEMRESELCTV_HIG_RUR,CA_DEMRESELCTV_HIG_RUR,CA,CA,technology,mapeo_directo,False,DEMRESELCTV_HIG_RUR,identidad,,,CA_ELC003,ELC002,CA_RESTV_RUR,RESTV_RUR
DEMRESELCTV_HIG_RUR,NE_DEMRESELCTV_HIG_RUR,NE,NE,technology,mapeo_directo,False,DEMRESELCTV_HIG_RUR,identidad,,,NE_ELC003,ELC002,NE_RESTV_RUR,RESTV_RUR
DEMRESELCTV_HIG_RUR,OR_DEMRESELCTV_HIG_RUR,OR,OR,technology,mapeo_directo,False,DEMRESELCTV_HIG_RUR,identidad,,,OR_ELC003,ELC002,OR_RESTV_RUR,RESTV_RUR
DEMRESELCTV_HIG_RUR,SO_DEMRESELCTV_HIG_RUR,SO,SO,technology,mapeo_directo,False,DEMRESELCTV_HIG_RUR,identidad,,,SO_ELC003,ELC002,SO_RESTV_RUR,RESTV_RUR
DEMRESELCTV_HIG_URB,AN_DEMRESELCTV_HIG_URB,AN,AN,technology,mapeo_directo,False,DEMRESELCTV_HIG_URB,identidad,,,AN_ELC003,ELC002,AN_RESTV_URB,RESTV_URB
DEMRESELCTV_HIG_URB,CA_DEMRESELCTV_HIG_URB,CA,CA,technology,mapeo_directo,False,DEMRESELCTV_HIG_URB,identidad,,,CA_ELC003,ELC002,CA_RESTV_URB,RESTV_URB
DEMRESELCTV_HIG_URB,NE_DEMRESELCTV_HIG_URB,NE,NE,technology,mapeo_directo,False,DEMRESELCTV_HIG_URB,identidad,,,NE_ELC003,ELC002,NE_RESTV_URB,RESTV_URB
DEMRESELCTV_HIG_URB,OR_DEMRESELCTV_HIG_URB,OR,OR,technology,mapeo_directo,False,DEMRESELCTV_HIG_URB,identidad,,,OR_ELC003,ELC002,OR_RESTV_URB,RESTV_URB
DEMRESELCTV_HIG_URB,SO_DEMRESELCTV_HIG_URB,SO,SO,technology,mapeo_directo,False,DEMRESELCTV_HIG_URB,identidad,,,SO_ELC003,ELC002,SO_RESTV_URB,RESTV_URB
DEMRESELCTV_LOW_RUR,AN_DEMRESELCTV_LOW_RUR,AN,AN,technology,mapeo_directo,False,DEMRESELCTV_LOW_RUR,identidad,,,AN_ELC003,ELC002,AN_RESTV_RUR,RESTV_RUR
DEMRESELCTV_LOW_RUR,CA_DEMRESELCTV_LOW_RUR,CA,CA,technology,mapeo_directo,False,DEMRESELCTV_LOW_RUR,identidad,,,CA_ELC003,ELC002,CA_RESTV_RUR,RESTV_RUR
DEMRESELCTV_LOW_RUR,NE_DEMRESELCTV_LOW_RUR,NE,NE,technology,mapeo_directo,False,DEMRESELCTV_LOW_RUR,identidad,,,NE_ELC003,ELC002,NE_RESTV_RUR,RESTV_RUR
DEMRESELCTV_LOW_RUR,OR_DEMRESELCTV_LOW_RUR,OR,OR,technology,mapeo_directo,False,DEMRESELCTV_LOW_RUR,identidad,,,OR_ELC003,ELC002,OR_RESTV_RUR,RESTV_RUR
DEMRESELCTV_LOW_RUR,SO_DEMRESELCTV_LOW_RUR,SO,SO,technology,mapeo_directo,False,DEMRESELCTV_LOW_RUR,identidad,,,SO_ELC003,ELC002,SO_RESTV_RUR,RESTV_RUR
DEMRESELCTV_LOW_URB,AN_DEMRESELCTV_LOW_URB,AN,AN,technology,mapeo_directo,False,DEMRESELCTV_LOW_URB,identidad,,,,,AN_RESTV_URB,RESTV_URB
DEMRESELCTV_LOW_URB,CA_DEMRESELCTV_LOW_URB,CA,CA,technology,mapeo_directo,False,DEMRESELCTV_LOW_URB,identidad,,,,,CA_RESTV_URB,RESTV_URB
DEMRESELCTV_LOW_URB,NE_DEMRESELCTV_LOW_URB,NE,NE,technology,mapeo_directo,False,DEMRESELCTV_LOW_URB,identidad,,,,,NE_RESTV_URB,RESTV_URB
DEMRESELCTV_LOW_URB,OR_DEMRESELCTV_LOW_URB,OR,OR,technology,mapeo_directo,False,DEMRESELCTV_LOW_URB,identidad,,,,,OR_RESTV_URB,RESTV_URB
DEMRESELCTV_LOW_URB,SO_DEMRESELCTV_LOW_URB,SO,SO,technology,mapeo_directo,False,DEMRESELCTV_LOW_URB,identidad,,,,,SO_RESTV_URB,RESTV_URB
DEMRESELCTV_MID_RUR,AN_DEMRESELCTV_MID_RUR,AN,AN,technology,mapeo_directo,False,DEMRESELCTV_MID_RUR,identidad,,,AN_ELC003,ELC002,AN_RESTV_RUR,RESTV_RUR
DEMRESELCTV_MID_RUR,CA_DEMRESELCTV_MID_RUR,CA,CA,technology,mapeo_directo,False,DEMRESELCTV_MID_RUR,identidad,,,CA_ELC003,ELC002,CA_RESTV_RUR,RESTV_RUR
DEMRESELCTV_MID_RUR,NE_DEMRESELCTV_MID_RUR,NE,NE,technology,mapeo_directo,False,DEMRESELCTV_MID_RUR,identidad,,,NE_ELC003,ELC002,NE_RESTV_RUR,RESTV_RUR
DEMRESELCTV_MID_RUR,OR_DEMRESELCTV_MID_RUR,OR,OR,technology,mapeo_directo,False,DEMRESELCTV_MID_RUR,identidad,,,OR_ELC003,ELC002,OR_RESTV_RUR,RESTV_RUR
DEMRESELCTV_MID_RUR,SO_DEMRESELCTV_MID_RUR,SO,SO,technology,mapeo_directo,False,DEMRESELCTV_MID_RUR,identidad,,,SO_ELC003,ELC002,SO_RESTV_RUR,RESTV_RUR
DEMRESELCTV_MID_URB,AN_DEMRESELCTV_MID_URB,AN,AN,technology,mapeo_directo,False,DEMRESELCTV_MID_URB,identidad,,,AN_ELC003,ELC002,AN_RESTV_URB,RESTV_URB
DEMRESELCTV_MID_URB,CA_DEMRESELCTV_MID_URB,CA,CA,technology,mapeo_directo,False,DEMRESELCTV_MID_URB,identidad,,,CA_ELC003,ELC002,CA_RESTV_URB,RESTV_URB
DEMRESELCTV_MID_URB,NE_DEMRESELCTV_MID_URB,NE,NE,technology,mapeo_directo,False,DEMRESELCTV_MID_URB,identidad,,,NE_ELC003,ELC002,NE_RESTV_URB,RESTV_URB
DEMRESELCTV_MID_URB,OR_DEMRESELCTV_MID_URB,OR,OR,technology,mapeo_directo,False,DEMRESELCTV_MID_URB,identidad,,,OR_ELC003,ELC002,OR_RESTV_URB,RESTV_URB
DEMRESELCTV_MID_URB,SO_DEMRESELCTV_MID_URB,SO,SO,technology,mapeo_directo,False,DEMRESELCTV_MID_URB,identidad,,,SO_ELC003,ELC002,SO_RESTV_URB,RESTV_URB
DEMRESELCWHT_DUC_HIG_RUR,AN_DEMRESELCWHT_DUC_HIG_RUR,AN,AN,technology,mapeo_directo,False,DEMRESELCWHT_DUC_HIG_RUR,identidad,,,AN_ELC003,ELC002,AN_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_HIG_RUR,CA_DEMRESELCWHT_DUC_HIG_RUR,CA,CA,technology,mapeo_directo,False,DEMRESELCWHT_DUC_HIG_RUR,identidad,,,CA_ELC003,ELC002,CA_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_HIG_RUR,NE_DEMRESELCWHT_DUC_HIG_RUR,NE,NE,technology,mapeo_directo,False,DEMRESELCWHT_DUC_HIG_RUR,identidad,,,NE_ELC003,ELC002,NE_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_HIG_RUR,OR_DEMRESELCWHT_DUC_HIG_RUR,OR,OR,technology,mapeo_directo,False,DEMRESELCWHT_DUC_HIG_RUR,identidad,,,OR_ELC003,ELC002,OR_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_HIG_RUR,SO_DEMRESELCWHT_DUC_HIG_RUR,SO,SO,technology,mapeo_directo,False,DEMRESELCWHT_DUC_HIG_RUR,identidad,,,SO_ELC003,ELC002,SO_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_HIG_URB,AN_DEMRESELCWHT_DUC_HIG_URB,AN,AN,technology,mapeo_directo,False,DEMRESELCWHT_DUC_HIG_URB,identidad,,,AN_ELC003,ELC002,AN_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_HIG_URB,CA_DEMRESELCWHT_DUC_HIG_URB,CA,CA,technology,mapeo_directo,False,DEMRESELCWHT_DUC_HIG_URB,identidad,,,CA_ELC003,ELC002,CA_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_HIG_URB,NE_DEMRESELCWHT_DUC_HIG_URB,NE,NE,technology,mapeo_directo,False,DEMRESELCWHT_DUC_HIG_URB,identidad,,,NE_ELC003,ELC002,NE_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_HIG_URB,OR_DEMRESELCWHT_DUC_HIG_URB,OR,OR,technology,mapeo_directo,False,DEMRESELCWHT_DUC_HIG_URB,identidad,,,OR_ELC003,ELC002,OR_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_HIG_URB,SO_DEMRESELCWHT_DUC_HIG_URB,SO,SO,technology,mapeo_directo,False,DEMRESELCWHT_DUC_HIG_URB,identidad,,,SO_ELC003,ELC002,SO_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_LOW_RUR,AN_DEMRESELCWHT_DUC_LOW_RUR,AN,AN,technology,mapeo_directo,False,DEMRESELCWHT_DUC_LOW_RUR,identidad,,,AN_ELC003,ELC002,AN_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_LOW_RUR,CA_DEMRESELCWHT_DUC_LOW_RUR,CA,CA,technology,mapeo_directo,False,DEMRESELCWHT_DUC_LOW_RUR,identidad,,,CA_ELC003,ELC002,CA_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_LOW_RUR,NE_DEMRESELCWHT_DUC_LOW_RUR,NE,NE,technology,mapeo_directo,False,DEMRESELCWHT_DUC_LOW_RUR,identidad,,,NE_ELC003,ELC002,NE_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_LOW_RUR,OR_DEMRESELCWHT_DUC_LOW_RUR,OR,OR,technology,mapeo_directo,False,DEMRESELCWHT_DUC_LOW_RUR,identidad,,,OR_ELC003,ELC002,OR_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_LOW_RUR,SO_DEMRESELCWHT_DUC_LOW_RUR,SO,SO,technology,mapeo_directo,False,DEMRESELCWHT_DUC_LOW_RUR,identidad,,,SO_ELC003,ELC002,SO_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_LOW_URB,AN_DEMRESELCWHT_DUC_LOW_URB,AN,AN,technology,mapeo_directo,False,DEMRESELCWHT_DUC_LOW_URB,identidad,,,AN_ELC003,ELC002,AN_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_LOW_URB,CA_DEMRESELCWHT_DUC_LOW_URB,CA,CA,technology,mapeo_directo,False,DEMRESELCWHT_DUC_LOW_URB,identidad,,,CA_ELC003,ELC002,CA_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_LOW_URB,NE_DEMRESELCWHT_DUC_LOW_URB,NE,NE,technology,mapeo_directo,False,DEMRESELCWHT_DUC_LOW_URB,identidad,,,NE_ELC003,ELC002,NE_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_LOW_URB,OR_DEMRESELCWHT_DUC_LOW_URB,OR,OR,technology,mapeo_directo,False,DEMRESELCWHT_DUC_LOW_URB,identidad,,,OR_ELC003,ELC002,OR_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_LOW_URB,SO_DEMRESELCWHT_DUC_LOW_URB,SO,SO,technology,mapeo_directo,False,DEMRESELCWHT_DUC_LOW_URB,identidad,,,SO_ELC003,ELC002,SO_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_MID_RUR,AN_DEMRESELCWHT_DUC_MID_RUR,AN,AN,technology,mapeo_directo,False,DEMRESELCWHT_DUC_MID_RUR,identidad,,,AN_ELC003,ELC002,AN_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_MID_RUR,CA_DEMRESELCWHT_DUC_MID_RUR,CA,CA,technology,mapeo_directo,False,DEMRESELCWHT_DUC_MID_RUR,identidad,,,CA_ELC003,ELC002,CA_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_MID_RUR,NE_DEMRESELCWHT_DUC_MID_RUR,NE,NE,technology,mapeo_directo,False,DEMRESELCWHT_DUC_MID_RUR,identidad,,,NE_ELC003,ELC002,NE_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_MID_RUR,OR_DEMRESELCWHT_DUC_MID_RUR,OR,OR,technology,mapeo_directo,False,DEMRESELCWHT_DUC_MID_RUR,identidad,,,OR_ELC003,ELC002,OR_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_MID_RUR,SO_DEMRESELCWHT_DUC_MID_RUR,SO,SO,technology,mapeo_directo,False,DEMRESELCWHT_DUC_MID_RUR,identidad,,,SO_ELC003,ELC002,SO_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_DUC_MID_URB,AN_DEMRESELCWHT_DUC_MID_URB,AN,AN,technology,mapeo_directo,False,DEMRESELCWHT_DUC_MID_URB,identidad,,,AN_ELC003,ELC002,AN_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_MID_URB,CA_DEMRESELCWHT_DUC_MID_URB,CA,CA,technology,mapeo_directo,False,DEMRESELCWHT_DUC_MID_URB,identidad,,,CA_ELC003,ELC002,CA_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_MID_URB,NE_DEMRESELCWHT_DUC_MID_URB,NE,NE,technology,mapeo_directo,False,DEMRESELCWHT_DUC_MID_URB,identidad,,,NE_ELC003,ELC002,NE_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_MID_URB,OR_DEMRESELCWHT_DUC_MID_URB,OR,OR,technology,mapeo_directo,False,DEMRESELCWHT_DUC_MID_URB,identidad,,,OR_ELC003,ELC002,OR_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_DUC_MID_URB,SO_DEMRESELCWHT_DUC_MID_URB,SO,SO,technology,mapeo_directo,False,DEMRESELCWHT_DUC_MID_URB,identidad,,,SO_ELC003,ELC002,SO_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_HIG_RUR,AN_DEMRESELCWHT_PAS_HIG_RUR,AN,AN,technology,mapeo_directo,False,DEMRESELCWHT_PAS_HIG_RUR,identidad,,,AN_ELC003,ELC002,AN_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_HIG_RUR,CA_DEMRESELCWHT_PAS_HIG_RUR,CA,CA,technology,mapeo_directo,False,DEMRESELCWHT_PAS_HIG_RUR,identidad,,,CA_ELC003,ELC002,CA_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_HIG_RUR,NE_DEMRESELCWHT_PAS_HIG_RUR,NE,NE,technology,mapeo_directo,False,DEMRESELCWHT_PAS_HIG_RUR,identidad,,,NE_ELC003,ELC002,NE_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_HIG_RUR,OR_DEMRESELCWHT_PAS_HIG_RUR,OR,OR,technology,mapeo_directo,False,DEMRESELCWHT_PAS_HIG_RUR,identidad,,,OR_ELC003,ELC002,OR_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_HIG_RUR,SO_DEMRESELCWHT_PAS_HIG_RUR,SO,SO,technology,mapeo_directo,False,DEMRESELCWHT_PAS_HIG_RUR,identidad,,,SO_ELC003,ELC002,SO_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_HIG_URB,AN_DEMRESELCWHT_PAS_HIG_URB,AN,AN,technology,mapeo_directo,False,DEMRESELCWHT_PAS_HIG_URB,identidad,,,AN_ELC003,ELC002,AN_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_HIG_URB,CA_DEMRESELCWHT_PAS_HIG_URB,CA,CA,technology,mapeo_directo,False,DEMRESELCWHT_PAS_HIG_URB,identidad,,,CA_ELC003,ELC002,CA_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_HIG_URB,NE_DEMRESELCWHT_PAS_HIG_URB,NE,NE,technology,mapeo_directo,False,DEMRESELCWHT_PAS_HIG_URB,identidad,,,NE_ELC003,ELC002,NE_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_HIG_URB,OR_DEMRESELCWHT_PAS_HIG_URB,OR,OR,technology,mapeo_directo,False,DEMRESELCWHT_PAS_HIG_URB,identidad,,,OR_ELC003,ELC002,OR_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_HIG_URB,SO_DEMRESELCWHT_PAS_HIG_URB,SO,SO,technology,mapeo_directo,False,DEMRESELCWHT_PAS_HIG_URB,identidad,,,SO_ELC003,ELC002,SO_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_LOW_RUR,AN_DEMRESELCWHT_PAS_LOW_RUR,AN,AN,technology,mapeo_directo,False,DEMRESELCWHT_PAS_LOW_RUR,identidad,,,AN_ELC003,ELC002,AN_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_LOW_RUR,CA_DEMRESELCWHT_PAS_LOW_RUR,CA,CA,technology,mapeo_directo,False,DEMRESELCWHT_PAS_LOW_RUR,identidad,,,CA_ELC003,ELC002,CA_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_LOW_RUR,NE_DEMRESELCWHT_PAS_LOW_RUR,NE,NE,technology,mapeo_directo,False,DEMRESELCWHT_PAS_LOW_RUR,identidad,,,NE_ELC003,ELC002,NE_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_LOW_RUR,OR_DEMRESELCWHT_PAS_LOW_RUR,OR,OR,technology,mapeo_directo,False,DEMRESELCWHT_PAS_LOW_RUR,identidad,,,OR_ELC003,ELC002,OR_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_LOW_RUR,SO_DEMRESELCWHT_PAS_LOW_RUR,SO,SO,technology,mapeo_directo,False,DEMRESELCWHT_PAS_LOW_RUR,identidad,,,SO_ELC003,ELC002,SO_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_LOW_URB,AN_DEMRESELCWHT_PAS_LOW_URB,AN,AN,technology,mapeo_directo,False,DEMRESELCWHT_PAS_LOW_URB,identidad,,,AN_ELC003,ELC002,AN_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_LOW_URB,CA_DEMRESELCWHT_PAS_LOW_URB,CA,CA,technology,mapeo_directo,False,DEMRESELCWHT_PAS_LOW_URB,identidad,,,CA_ELC003,ELC002,CA_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_LOW_URB,NE_DEMRESELCWHT_PAS_LOW_URB,NE,NE,technology,mapeo_directo,False,DEMRESELCWHT_PAS_LOW_URB,identidad,,,NE_ELC003,ELC002,NE_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_LOW_URB,OR_DEMRESELCWHT_PAS_LOW_URB,OR,OR,technology,mapeo_directo,False,DEMRESELCWHT_PAS_LOW_URB,identidad,,,OR_ELC003,ELC002,OR_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_LOW_URB,SO_DEMRESELCWHT_PAS_LOW_URB,SO,SO,technology,mapeo_directo,False,DEMRESELCWHT_PAS_LOW_URB,identidad,,,SO_ELC003,ELC002,SO_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_MID_RUR,AN_DEMRESELCWHT_PAS_MID_RUR,AN,AN,technology,mapeo_directo,False,DEMRESELCWHT_PAS_MID_RUR,identidad,,,AN_ELC003,ELC002,AN_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_MID_RUR,CA_DEMRESELCWHT_PAS_MID_RUR,CA,CA,technology,mapeo_directo,False,DEMRESELCWHT_PAS_MID_RUR,identidad,,,CA_ELC003,ELC002,CA_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_MID_RUR,NE_DEMRESELCWHT_PAS_MID_RUR,NE,NE,technology,mapeo_directo,False,DEMRESELCWHT_PAS_MID_RUR,identidad,,,NE_ELC003,ELC002,NE_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_MID_RUR,OR_DEMRESELCWHT_PAS_MID_RUR,OR,OR,technology,mapeo_directo,False,DEMRESELCWHT_PAS_MID_RUR,identidad,,,OR_ELC003,ELC002,OR_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_MID_RUR,SO_DEMRESELCWHT_PAS_MID_RUR,SO,SO,technology,mapeo_directo,False,DEMRESELCWHT_PAS_MID_RUR,identidad,,,SO_ELC003,ELC002,SO_RESWHT_RUR,RESWHT_RUR
DEMRESELCWHT_PAS_MID_URB,AN_DEMRESELCWHT_PAS_MID_URB,AN,AN,technology,mapeo_directo,False,DEMRESELCWHT_PAS_MID_URB,identidad,,,AN_ELC003,ELC002,AN_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_MID_URB,CA_DEMRESELCWHT_PAS_MID_URB,CA,CA,technology,mapeo_directo,False,DEMRESELCWHT_PAS_MID_URB,identidad,,,CA_ELC003,ELC002,CA_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_MID_URB,NE_DEMRESELCWHT_PAS_MID_URB,NE,NE,technology,mapeo_directo,False,DEMRESELCWHT_PAS_MID_URB,identidad,,,NE_ELC003,ELC002,NE_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_MID_URB,OR_DEMRESELCWHT_PAS_MID_URB,OR,OR,technology,mapeo_directo,False,DEMRESELCWHT_PAS_MID_URB,identidad,,,OR_ELC003,ELC002,OR_RESWHT_URB,RESWHT_URB
DEMRESELCWHT_PAS_MID_URB,SO_DEMRESELCWHT_PAS_MID_URB,SO,SO,technology,mapeo_directo,False,DEMRESELCWHT_PAS_MID_URB,identidad,,,SO_ELC003,ELC002,SO_RESWHT_URB,RESWHT_URB
