tipo,clasificacion,codigo_nacional,codigo_regional,region,base_regional,nota
technology,sin_match,,TRNOIL_AN_CA_2MED,,TRNOIL_AN_CA_2MED,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_AN_CA_3PES,,TRNOIL_AN_CA_3PES,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_NE_AN_1LIV,,TRNOIL_NE_AN_1LIV,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_NE_AN_2MED,,TRNOIL_NE_AN_2MED,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_NE_AN_3PES,,TRNOIL_NE_AN_3PES,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_NE_CA_1LIV,,TRNOIL_NE_CA_1LIV,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_NE_CA_2MED,,TRNOIL_NE_CA_2MED,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_NE_CA_3PES,,TRNOIL_NE_CA_3PES,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_OR_NE_1LIV,,TRNOIL_OR_NE_1LIV,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_OR_NE_2MED,,TRNOIL_OR_NE_2MED,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_OR_NE_3PES,,TRNOIL_OR_NE_3PES,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_SO_AN_1LIV,,TRNOIL_SO_AN_1LIV,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_SO_AN_2MED,,TRNOIL_SO_AN_2MED,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRNOIL_SO_AN_3PES,,TRNOIL_SO_AN_3PES,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRN_CA_AN,,TRN_CA_AN,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRN_CA_CA,,TRN_CA_CA,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRN_CA_NE,,TRN_CA_NE,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRN_CA_OR,,TRN_CA_OR,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,TRN_CA_SO,,TRN_CA_SO,"TRN (comercio inter-regional, nueva por diseño)"
technology,sin_match,,AN_TYDBDL,AN,TYDBDL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,CA_TYDBDL,CA,TYDBDL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,NE_TYDBDL,NE,TYDBDL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,OR_TYDBDL,OR,TYDBDL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,SO_TYDBDL,SO,TYDBDL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,AN_TYDBET,AN,TYDBET,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,CA_TYDBET,CA,TYDBET,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,NE_TYDBET,NE,TYDBET,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,OR_TYDBET,OR,TYDBET,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,SO_TYDBET,SO,TYDBET,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,AN_TYDDSL,AN,TYDDSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,CA_TYDDSL,CA,TYDDSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,IN_TYDDSL,IN,TYDDSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,NE_TYDDSL,NE,TYDDSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,OR_TYDDSL,OR,TYDDSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,SE_TYDDSL,SE,TYDDSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,SO_TYDDSL,SO,TYDDSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,AN_TYDGSL,AN,TYDGSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,CA_TYDGSL,CA,TYDGSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,IN_TYDGSL,IN,TYDGSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,NE_TYDGSL,NE,TYDGSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,OR_TYDGSL,OR,TYDGSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,SE_TYDGSL,SE,TYDGSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,SO_TYDGSL,SO,TYDGSL,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,AN_TYDJET,AN,TYDJET,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,CA_TYDJET,CA,TYDJET,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,IN_TYDJET,IN,TYDJET,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,NE_TYDJET,NE,TYDJET,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,OR_TYDJET,OR,TYDJET,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,SE_TYDJET,SE,TYDJET,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,SO_TYDJET,SO,TYDJET,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,AN_TYDLPG,AN,TYDLPG,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,CA_TYDLPG,CA,TYDLPG,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,IN_TYDLPG,IN,TYDLPG,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,NE_TYDLPG,NE,TYDLPG,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,OR_TYDLPG,OR,TYDLPG,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,SE_TYDLPG,SE,TYDLPG,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,SO_TYDLPG,SO,TYDLPG,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,AN_TYDNGS,AN,TYDNGS,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,CA_TYDNGS,CA,TYDNGS,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,NE_TYDNGS,NE,TYDNGS,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,OR_TYDNGS,OR,TYDNGS,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,SO_TYDNGS,SO,TYDNGS,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,CA_UPSREF,CA,UPSREF,revisar: tecnología regional sin equivalente nacional
technology,sin_match,,NE_UPSREF,NE,UPSREF,revisar: tecnología regional sin equivalente nacional
