REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
RE1,AN_DEMTERELCAIR_CEN_MID,AN_TERCLIM_CEN,1,2022,1.0
RE1,AN_DEMTERELCAIR_SPL_HIG,AN_TERCLIM_SPL,1,2022,1.0
RE1,AN_DEMTERELCAIR_SPL_LOW,AN_TERCLIM_SPL,1,2022,1.0
RE1,AN_DEMTERELCAIR_SPL_MID,AN_TERCLIM_SPL,1,2022,1.0
RE1,AN_DEMTERELCCKN_HIG,AN_TERDHT,1,2022,1.0
RE1,AN_DEMTERELCCKN_LOW,AN_TERDHT,1,2022,1.0
RE1,AN_DEMTERELCCKN_MID,AN_TERDHT,1,2022,1.0
RE1,AN_DEMTERELCDATA,AN_TERDATA,1,2022,1.0
RE1,AN_DEMTERELCFAN_HIG,AN_TERCLIM_FAN,1,2022,1.0
RE1,AN_DEMTERELCFAN_LOW,AN_TERCLIM_FAN,1,2022,1.0
RE1,AN_DEMTERELCFAN_MID,AN_TERCLIM_FAN,1,2022,1.0
RE1,AN_DEMTERELCILU_CIA,AN_TERILU,1,2022,1.0
RE1,AN_DEMTERELCILU_HAL,AN_TERILU,1,2022,1.0
RE1,AN_DEMTERELCILU_HIG,AN_TERILU,1,2022,1.0
RE1,AN_DEMTERELCILU_LFC,AN_TERILU,1,2022,1.0
RE1,AN_DEMTERELCILU_LOW,AN_TERILU,1,2022,1.0
RE1,AN_DEMTERELCILU_MID,AN_TERILU,1,2022,1.0
RE1,AN_DEMTERELCILU_VAP,AN_TERILU,1,2022,1.0
RE1,AN_DEMTERELCMPW_HIG,AN_TERMPW,1,2022,1.0
RE1,AN_DEMTERELCMPW_LOW,AN_TERMPW,1,2022,1.0
RE1,AN_DEMTERELCMPW_MID,AN_TERMPW,1,2022,1.0
RE1,AN_DEMTERELCOTH_HIG,AN_TEROTH,1,2022,1.0
RE1,AN_DEMTERELCOTH_LOW,AN_TEROTH,1,2022,1.0
RE1,AN_DEMTERELCOTH_MID,AN_TEROTH,1,2022,1.0
RE1,AN_DEMTERELCREF_AUC_HIG,AN_TERREF_AUC,1,2022,1.0
RE1,AN_DEMTERELCREF_AUC_LOW,AN_TERREF_AUC,1,2022,1.0
RE1,AN_DEMTERELCREF_AUC_MID,AN_TERREF_AUC,1,2022,1.0
RE1,AN_DEMTERELCREF_CEN_HIG,AN_TERREF_CEN,1,2022,1.0
RE1,AN_DEMTERELCREF_CEN_LOW,AN_TERREF_CEN,1,2022,1.0
RE1,AN_DEMTERELCREF_CEN_MID,AN_TERREF_CEN,1,2022,1.0
RE1,AN_DEMTERLPGCKN_HIG,AN_TERDHT,1,2022,1.0
RE1,AN_DEMTERLPGCKN_LOW,AN_TERDHT,1,2022,1.0
RE1,AN_DEMTERLPGCKN_MID,AN_TERDHT,1,2022,1.0
RE1,AN_DEMTERNGSCKN_HIG,AN_TERDHT,1,2022,1.0
RE1,AN_DEMTERNGSCKN_LOW,AN_TERDHT,1,2022,1.0
RE1,AN_DEMTERNGSCKN_MID,AN_TERDHT,1,2022,1.0
RE1,AN_DEMTRADSLBOT,AN_TRARVT,1,2022,1.0
RE1,AN_DEMTRADSLBUS_ART,AN_TRAMAS,1,2022,1.0
RE1,AN_DEMTRADSLBUS_BIA,AN_TRAMAS,1,2022,1.0
RE1,AN_DEMTRADSLBUS_IMU,AN_TRABUS,1,2022,1.0
RE1,AN_DEMTRADSLBUS_URB,AN_TRABUS,1,2022,1.0
RE1,AN_DEMTRADSLFWD,AN_TRAFWD,1,2022,1.0
RE1,AN_DEMTRADSLLDV,AN_TRALDV,1,2022,1.0
RE1,AN_DEMTRADSLMIC,AN_TRAMIC,1,2022,1.0
RE1,AN_DEMTRADSLSHP,AN_TRAMRT,1,2022,1.0
RE1,AN_DEMTRADSLSTT,AN_TRASTT,1,2022,1.0
RE1,AN_DEMTRADSLTAX,AN_TRATAX,1,2022,1.0
RE1,AN_DEMTRADSLTCK_C2P,AN_TRATCK,1,2022,1.0
RE1,AN_DEMTRADSLTCK_CSG,AN_TRATCK,1,2022,1.0
RE1,AN_DEMTRAELCBOT,AN_TRARVT,1,2022,1.0
RE1,AN_DEMTRAELCBUS_ART,AN_TRAMAS,1,2022,1.0
RE1,AN_DEMTRAELCBUS_BIA,AN_TRAMAS,1,2022,1.0
RE1,AN_DEMTRAELCBUS_IMU,AN_TRABUS,1,2022,1.0
RE1,AN_DEMTRAELCBUS_URB,AN_TRABUS,1,2022,1.0
RE1,AN_DEMTRAELCFWD,AN_TRAFWD,1,2022,1.0
RE1,AN_DEMTRAELCLDV,AN_TRALDV,1,2022,1.0
RE1,AN_DEMTRAELCMET,AN_TRAMET,1,2022,1.0
RE1,AN_DEMTRAELCMIC,AN_TRAMIC,1,2022,1.0
RE1,AN_DEMTRAELCMTC,AN_TRAMTC,1,2022,1.0
RE1,AN_DEMTRAELCSTT,AN_TRASTT,1,2022,1.0
RE1,AN_DEMTRAELCTAX,AN_TRATAX,1,2022,1.0
RE1,AN_DEMTRAELCTCK_C2P,AN_TRATCK,1,2022,1.0
