REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
RE1,AN_DEMTRANGSLDV,EMICH4,1,2022,0.002576
RE1,AN_DEMTRANGSLDV,EMICO2,1,2022,0.05553911
RE1,AN_DEMTRANGSLDV,EMIN2O,1,2022,0.000795
RE1,AN_DEMTRANGSMIC,EMICH4,1,2022,0.002576
RE1,AN_DEMTRANGSMIC,EMICO2,1,2022,0.05553911
RE1,AN_DEMTRANGSMIC,EMIN2O,1,2022,0.000795
RE1,AN_DEMTRANGSSTT,EMICH4,1,2022,0.002576
RE1,AN_DEMTRANGSSTT,EMICO2,1,2022,0.05553911
RE1,AN_DEMTRANGSSTT,EMIN2O,1,2022,0.000795
RE1,AN_DEMTRANGSTAX,EMICH4,1,2022,0.002576
RE1,AN_DEMTRANGSTAX,EMICO2,1,2022,0.05553911
RE1,AN_DEMTRANGSTAX,EMIN2O,1,2022,0.000795
RE1,AN_DEMTRANGSTCK_C2P,EMICH4,1,2022,0.002576
RE1,AN_DEMTRANGSTCK_C2P,EMICO2,1,2022,0.05553911
RE1,AN_DEMTRANGSTCK_C2P,EMIN2O,1,2022,0.000795
RE1,AN_DEMTRANGSTCK_CSG,EMICH4,1,2022,0.002576
RE1,AN_DEMTRANGSTCK_CSG,EMICO2,1,2022,0.05553911
RE1,AN_DEMTRANGSTCK_CSG,EMIN2O,1,2022,0.000795
RE1,AN_PWRBGS,EMICH4,1,2022,2.8e-05
RE1,AN_PWRBGS,EMIN2O,1,2022,2.65e-05
RE1,AN_PWRCOA,EMICH4,1,2022,0.00028
RE1,AN_PWRCOA,EMICO2,1,2022,0.008813606
RE1,AN_PWRCOA,EMIN2O,1,2022,0.0003975
RE1,AN_PWRCOACCS,EMICH4,1,2022,0.00028
RE1,AN_PWRCOACCS,EMICO2,1,2022,0.008813606
RE1,AN_PWRCOACCS,EMIN2O,1,2022,0.0003975
