REGION,FUEL,YEAR,VALUE
RE1,BAG,2032,0.0
RE1,BAG,2033,0.0
RE1,BAG,2034,0.0
RE1,BAG,2035,0.0
RE1,BAG,2036,0.0
RE1,BAG,2037,0.0
RE1,BAG,2038,0.0
RE1,BAG,2039,0.0
RE1,BAG,2040,0.0
RE1,BAG,2041,0.0
RE1,BAG,2042,0.0
RE1,BAG,2043,0.0
RE1,BAG,2044,0.0
RE1,BAG,2045,0.0
RE1,BAG,2046,0.0
RE1,BAG,2047,0.0
RE1,BAG,2048,0.0
RE1,BAG,2049,0.0
RE1,BAG,2050,0.0
RE1,BAG,2051,0.0
RE1,BAG,2052,0.0
RE1,BAG,2053,0.0
RE1,BAG,2054,0.0
RE1,BDL,2022,0.0
RE1,BDL,2023,0.0
RE1,BDL,2024,0.0
RE1,BDL,2025,0.0
RE1,BDL,2026,0.0
RE1,BDL,2027,0.0
RE1,BDL,2028,0.0
RE1,BDL,2029,0.0
RE1,BDL,2030,0.0
RE1,BDL,2031,0.0
RE1,BDL,2032,0.0
RE1,BDL,2033,0.0
RE1,BDL,2034,0.0
RE1,BDL,2035,0.0
RE1,BDL,2036,0.0
RE1,BDL,2037,0.0
RE1,BDL,2038,0.0
RE1,BDL,2039,0.0
RE1,BDL,2040,0.0
RE1,BDL,2041,0.0
RE1,BDL,2042,0.0
RE1,BDL,2043,0.0
RE1,BDL,2044,0.0
RE1,BDL,2045,0.0
RE1,BDL,2046,0.0
RE1,BDL,2047,0.0
RE1,BDL,2048,0.0
RE1,BDL,2049,0.0
RE1,BDL,2050,0.0
RE1,BDL,2051,0.0
RE1,BDL,2052,0.0
RE1,BDL,2053,0.0
RE1,BDL,2054,0.0
RE1,BET,2022,0.0
RE1,BET,2023,0.0
RE1,BET,2024,0.0
RE1,BET,2025,0.0
RE1,BET,2026,0.0
RE1,BET,2027,0.0
RE1,BET,2028,0.0
RE1,BET,2029,0.0
RE1,BET,2030,0.0
RE1,BET,2031,0.0
RE1,BET,2032,0.0
RE1,BET,2033,0.0
RE1,BET,2034,0.0
RE1,BET,2035,0.0
RE1,BET,2036,0.0
RE1,BET,2037,0.0
RE1,BET,2038,0.0
RE1,BET,2039,0.0
RE1,BET,2040,0.0
RE1,BET,2041,0.0
RE1,BET,2042,0.0
RE1,BET,2043,0.0
RE1,BET,2044,0.0
RE1,BET,2045,0.0
RE1,BET,2046,0.0
RE1,BET,2047,0.0
RE1,BET,2048,0.0
RE1,BET,2049,0.0
RE1,BET,2050,0.0
RE1,BET,2051,0.0
RE1,BET,2052,0.0
RE1,BET,2053,0.0
RE1,BET,2054,0.0
RE1,BGS,2022,0.0
RE1,BGS,2023,0.0
RE1,BGS,2024,0.0
RE1,BGS,2025,0.0
RE1,BGS,2026,0.0
RE1,BGS,2027,0.0
RE1,BGS,2028,0.0
RE1,BGS,2029,0.0
RE1,BGS,2030,0.0
RE1,BGS,2031,0.0
RE1,BGS,2032,0.0
RE1,BGS,2033,0.0
RE1,BGS,2034,0.0
RE1,BGS,2035,0.0
RE1,BGS,2036,0.0
RE1,BGS,2037,0.0
RE1,BGS,2038,0.0
RE1,BGS,2039,0.0
RE1,BGS,2040,0.0
RE1,BGS,2041,0.0
RE1,BGS,2042,0.0
RE1,BGS,2043,0.0
RE1,BGS,2044,0.0
RE1,BGS,2045,0.0
RE1,BGS,2046,0.0
RE1,BGS,2047,0.0
RE1,BGS,2048,0.0
RE1,BGS,2049,0.0
RE1,BGS,2050,0.0
RE1,BGS,2051,0.0
RE1,BGS,2052,0.0
RE1,BGS,2053,0.0
RE1,BGS,2054,0.0
RE1,BMET,2022,0.0
RE1,BMET,2023,0.0
RE1,BMET,2024,0.0
RE1,BMET,2025,0.0
RE1,BMET,2026,0.0
RE1,BMET,2027,0.0
RE1,BMET,2028,0.0
RE1,BMET,2029,0.0
RE1,BMET,2030,0.0
RE1,BMET,2031,0.0
RE1,BMET,2032,0.0
RE1,BMET,2033,0.0
RE1,BMET,2034,0.0
RE1,BMET,2035,0.0
RE1,BMET,2036,0.0
RE1,BMET,2037,0.0
RE1,BMET,2038,0.0
RE1,BMET,2039,0.0
RE1,BMET,2040,0.0
RE1,BMET,2041,0.0
RE1,BMET,2042,0.0
RE1,BMET,2043,0.0
RE1,BMET,2044,0.0
RE1,BMET,2045,0.0
RE1,BMET,2046,0.0
RE1,BMET,2047,0.0
RE1,BMET,2048,0.0
RE1,BMET,2049,0.0
RE1,BMET,2050,0.0
RE1,BMET,2051,0.0
RE1,BMET,2052,0.0
RE1,BMET,2053,0.0
RE1,BMET,2054,0.0
RE1,BMETL,2022,0.0
RE1,BMETL,2023,0.0
RE1,BMETL,2024,0.0
RE1,BMETL,2025,0.0
RE1,BMETL,2026,0.0
RE1,BMETL,2027,0.0
RE1,BMETL,2028,0.0
RE1,BMETL,2029,0.0
RE1,BMETL,2030,0.0
RE1,BMETL,2031,0.0
RE1,BMETL,2032,0.0
RE1,BMETL,2033,0.0
RE1,BMETL,2034,0.0
RE1,BMETL,2035,0.0
RE1,BMETL,2036,0.0
RE1,BMETL,2037,0.0
RE1,BMETL,2038,0.0
RE1,BMETL,2039,0.0
RE1,BMETL,2040,0.0
RE1,BMETL,2041,0.0
RE1,BMETL,2042,0.0
RE1,BMETL,2043,0.0
RE1,BMETL,2044,0.0
RE1,BMETL,2045,0.0
RE1,BMETL,2046,0.0
RE1,BMETL,2047,0.0
RE1,BMETL,2048,0.0
RE1,BMETL,2049,0.0
RE1,BMETL,2050,0.0
RE1,BMETL,2051,0.0
RE1,BMETL,2052,0.0
RE1,BMETL,2053,0.0
RE1,BMETL,2054,0.0
RE1,COA,2022,0.0
RE1,COA,2023,0.0
RE1,COA,2024,0.0
RE1,COA,2025,0.0
RE1,COA,2026,0.0
RE1,COA,2027,0.0
RE1,COA,2028,0.0
RE1,COA,2029,0.0
RE1,COA,2030,0.0
RE1,COA,2031,0.0
RE1,COA,2032,0.0
RE1,COA,2033,0.0
RE1,COA,2034,0.0
RE1,COA,2035,0.0
RE1,COA,2036,0.0
RE1,COA,2037,0.0
RE1,COA,2038,0.0
RE1,COA,2039,0.0
RE1,COA,2040,0.0
RE1,COA,2041,0.0
RE1,COA,2042,0.0
RE1,COA,2043,0.0
RE1,COA,2044,0.0
RE1,COA,2045,0.0
RE1,COA,2046,0.0
RE1,COA,2047,0.0
RE1,COA,2048,0.0
RE1,COA,2049,0.0
RE1,COA,2050,0.0
RE1,COA,2051,0.0
RE1,COA,2052,0.0
RE1,COA,2053,0.0
RE1,COA,2054,0.0
RE1,COA002,2022,0.0
RE1,COA002,2023,0.0
RE1,COA002,2024,0.0
RE1,COA002,2025,0.0
RE1,COA002,2026,0.0
RE1,COA002,2027,0.0
RE1,COA002,2028,0.0
RE1,COA002,2029,0.0
RE1,COA002,2030,0.0
RE1,COA002,2031,0.0
RE1,COA002,2032,0.0
RE1,COA002,2033,0.0
RE1,COA002,2034,0.0
RE1,COA002,2035,0.0
RE1,COA002,2036,0.0
RE1,COA002,2037,0.0
RE1,COA002,2038,0.0
RE1,COA002,2039,0.0
RE1,COA002,2040,0.0
RE1,COA002,2041,0.0
RE1,COA002,2042,0.0
RE1,COA002,2043,0.0
RE1,COA002,2044,0.0
RE1,COA002,2045,0.0
RE1,COA002,2046,0.0
RE1,COA002,2047,0.0
RE1,COA002,2048,0.0
RE1,COA002,2049,0.0
RE1,COA002,2050,0.0
RE1,COA002,2051,0.0
RE1,COA002,2052,0.0
RE1,COA002,2053,0.0
RE1,COA002,2054,0.0
RE1,CONSDSL,2022,0.636751373829963
RE1,CONSDSL,2023,0.5303265350249718
RE1,CONSDSL,2024,0.5393420855571458
RE1,CONSDSL,2025,0.5375126236955514
RE1,CONSDSL,2026,0.5566053788225473
RE1,CONSDSL,2027,0.5769385144400743
RE1,CONSDSL,2028,0.5980192135954672
RE1,CONSDSL,2029,0.6199195455799704
RE1,CONSDSL,2030,0.642532743203322
RE1,CONSDSL,2031,0.6658745191731688
RE1,CONSDSL,2032,0.6901195435850007
RE1,CONSDSL,2033,0.715313232526801
RE1,CONSDSL,2034,0.7414138190774924
RE1,CONSDSL,2035,0.768668953900034
RE1,CONSDSL,2036,0.7969281088323145
RE1,CONSDSL,2037,0.8262263420226534
RE1,CONSDSL,2038,0.8566063509585621
RE1,CONSDSL,2039,0.8881086972169471
RE1,CONSDSL,2040,0.920774704209612
RE1,CONSDSL,2041,0.9546475176136907
RE1,CONSDSL,2042,0.989754332202569
RE1,CONSDSL,2043,1.026158380421601
RE1,CONSDSL,2044,1.063907784240878
RE1,CONSDSL,2045,1.103052457106711
RE1,CONSDSL,2046,1.143644170297212
RE1,CONSDSL,2047,1.185737336904569
RE1,CONSDSL,2048,1.229372880115568
RE1,CONSDSL,2049,1.274601070300951
RE1,CONSDSL,2050,1.321501394921954
RE1,CONSDSL,2051,1.370136194769921
RE1,CONSDSL,2052,1.42056988150132
RE1,CONSDSL,2053,1.472868307114317
RE1,CONSDSL,2054,1.526924025770444
RE1,CONSDSL,2055,1.582883811344699
RE1,CONSELC,2022,0.3453119997522785
RE1,CONSELC,2023,0.4814279997084342
RE1,CONSELC,2024,0.39931199933082
RE1,CONSELC,2025,0.3979575230286451
RE1,CONSELC,2026,0.4120932013423798
RE1,CONSELC,2027,0.4271472185487545
RE1,CONSELC,2028,0.4427547084006467
RE1,CONSELC,2029,0.4589690287456036
RE1,CONSELC,2030,0.4757111324976512
RE1,CONSELC,2031,0.4929926528537407
RE1,CONSELC,2032,0.5109429100855906
RE1,CONSELC,2033,0.5295955288432699
RE1,CONSELC,2034,0.5489195862056716
RE1,CONSELC,2035,0.5690984349724568
RE1,CONSELC,2036,0.5900206288037645
RE1,CONSELC,2037,0.6117121236553288
RE1,CONSELC,2038,0.6342045314105188
RE1,CONSELC,2039,0.6575278825913431
RE1,CONSELC,2040,0.6817127717585237
RE1,CONSELC,2041,0.7067911426209978
RE1,CONSELC,2042,0.7327831293378144
RE1,CONSELC,2043,0.7597355472324067
RE1,CONSELC,2044,0.7876840243052663
RE1,CONSELC,2045,0.8166655149098048
RE1,CONSELC,2046,0.8467183488799527
RE1,CONSELC,2047,0.8778828119660953
RE1,CONSELC,2048,0.9101892024148793
RE1,CONSELC,2049,0.9436747388353932
RE1,CONSELC,2050,0.9783982712560668
RE1,CONSELC,2051,1.014405954847612
RE1,CONSELC,2052,1.051745477984465
RE1,CONSELC,2053,1.09046559542497
RE1,CONSELC,2054,1.130486757633265
RE1,CONSELC,2055,1.171917631392535
RE1,CONSGSL,2022,7.739926536101362
RE1,CONSGSL,2023,9.157492474070112
RE1,CONSGSL,2024,9.313169834635783
RE1,CONSGSL,2025,9.281579329315921
RE1,CONSGSL,2026,9.611266323656709
RE1,CONSGSL,2027,9.962371772958136
RE1,CONSGSL,2028,10.32638588705092
RE1,CONSGSL,2029,10.70455313316131
RE1,CONSGSL,2030,11.09502989292113
RE1,CONSGSL,2031,11.49808748785115
RE1,CONSGSL,2032,11.91674205985442
RE1,CONSGSL,2033,12.35177783799807
RE1,CONSGSL,2034,12.80247360574833
RE1,CONSGSL,2035,13.27310570783251
RE1,CONSGSL,2036,13.76107487677979
RE1,CONSGSL,2037,14.26698648439061
RE1,CONSGSL,2038,14.79157781589332
RE1,CONSGSL,2039,15.3355492743616
RE1,CONSGSL,2040,15.89961441796674
RE1,CONSGSL,2041,16.48451827111818
RE1,CONSGSL,2042,17.09073042361792
RE1,CONSGSL,2043,17.71934275113893
RE1,CONSGSL,2044,18.37118620697088
RE1,CONSGSL,2045,19.04712267898597
RE1,CONSGSL,2046,19.74804613544394
RE1,CONSGSL,2047,20.4748961625227
RE1,CONSGSL,2048,21.22837940744846
RE1,CONSGSL,2049,22.00936392133923
RE1,CONSGSL,2050,22.81922226577705
RE1,CONSGSL,2051,23.65903091966642
RE1,CONSGSL,2052,24.52990212088398
RE1,CONSGSL,2053,25.43297297862126
RE1,CONSGSL,2054,26.36638815585105
RE1,CONSGSL,2055,27.33268209233196
RE1,CONSNGS,2022,0.1090321931093702
RE1,CONSNGS,2023,0.08177414487463006
RE1,CONSNGS,2024,0.08308253102246713
RE1,CONSNGS,2025,0.08280071299650439
RE1,CONSNGS,2026,0.0857418415726369
RE1,CONSNGS,2027,0.08887404359425757
RE1,CONSNGS,2028,0.09212140345816282
RE1,CONSNGS,2029,0.09549502302212698
RE1,CONSNGS,2030,0.09897845541757691
RE1,CONSNGS,2031,0.1025741210963102
RE1,CONSNGS,2032,0.1063089269769892
RE1,CONSNGS,2033,0.1101898691454745
RE1,CONSNGS,2034,0.114210513648976
RE1,CONSNGS,2035,0.118409009640766
RE1,CONSNGS,2036,0.122762169127485
RE1,CONSNGS,2037,0.1272753926142546
RE1,CONSNGS,2038,0.1319552574022456
RE1,CONSNGS,2039,0.1368080117679448
RE1,CONSNGS,2040,0.1418400213441021
RE1,CONSNGS,2041,0.1470579324729091
RE1,CONSNGS,2042,0.1524659343520271
RE1,CONSNGS,2043,0.1580737675741958
RE1,CONSNGS,2044,0.1638888450507753
RE1,CONSNGS,2045,0.1699188556596828
RE1,CONSNGS,2046,0.176171774467087
RE1,CONSNGS,2047,0.1826559834953458
RE1,CONSNGS,2048,0.1893777867248584
RE1,CONSNGS,2049,0.1963449280156875
RE1,CONSNGS,2050,0.2035696519518199
RE1,CONSNGS,2051,0.2110615617718483
RE1,CONSNGS,2052,0.218830579719169
RE1,CONSNGS,2053,0.2268868499134919
RE1,CONSNGS,2054,0.2352138209444104
RE1,CONSNGS,2055,0.2438341024790525
RE1,COQDSL,2022,0.097
RE1,COQDSL,2023,0.121
RE1,COQDSL,2024,0.123
RE1,COQDSL,2025,0.123
RE1,COQDSL,2026,0.123
RE1,COQDSL,2027,0.123
RE1,COQDSL,2028,0.123
RE1,COQDSL,2029,0.123
RE1,COQDSL,2030,0.123
RE1,COQDSL,2031,0.123
RE1,COQDSL,2032,0.123
RE1,COQDSL,2033,0.123
RE1,COQDSL,2034,0.123
RE1,COQDSL,2035,0.123
RE1,COQDSL,2036,0.123
RE1,COQDSL,2037,0.123
RE1,COQDSL,2038,0.123
RE1,COQDSL,2039,0.123
RE1,COQDSL,2040,0.123
RE1,COQDSL,2041,0.123
RE1,COQDSL,2042,0.123
RE1,COQDSL,2043,0.123
RE1,COQDSL,2044,0.123
RE1,COQDSL,2045,0.123
RE1,COQDSL,2046,0.123
RE1,COQDSL,2047,0.123
RE1,COQDSL,2048,0.123
RE1,COQDSL,2049,0.123
RE1,COQDSL,2050,0.123
RE1,COQDSL,2051,0.123
RE1,COQDSL,2052,0.123
RE1,COQDSL,2053,0.123
RE1,COQDSL,2054,0.123
RE1,COQELC,2022,0.01571321063724991
RE1,COQELC,2023,0.01571321063724991
RE1,COQELC,2024,0.01571321063724991
RE1,COQELC,2025,0.01571321063724991
RE1,COQELC,2026,0.01571321063724991
RE1,COQELC,2027,0.01571321063724991
RE1,COQELC,2028,0.01571321063724991
RE1,COQELC,2029,0.01571321063724991
RE1,COQELC,2030,0.01571321063724991
RE1,COQELC,2031,0.01571321063724991
RE1,COQELC,2032,0.01571321063724991
RE1,COQELC,2033,0.01571321063724991
RE1,COQELC,2034,0.01571321063724991
RE1,COQELC,2035,0.01571321063724991
RE1,COQELC,2036,0.01571321063724991
RE1,COQELC,2037,0.01571321063724991
RE1,COQELC,2038,0.01571321063724991
RE1,COQELC,2039,0.01571321063724991
RE1,COQELC,2040,0.01571321063724991
RE1,COQELC,2041,0.01571321063724991
RE1,COQELC,2042,0.01571321063724991
RE1,COQELC,2043,0.01571321063724991
RE1,COQELC,2044,0.01571321063724991
RE1,COQELC,2045,0.01571321063724991
RE1,COQELC,2046,0.01571321063724991
RE1,COQELC,2047,0.01571321063724991
RE1,COQELC,2048,0.01571321063724991
RE1,COQELC,2049,0.01571321063724991
RE1,COQELC,2050,0.01571321063724991
RE1,COQELC,2051,0.01571321063724991
RE1,COQELC,2052,0.01571321063724991
RE1,COQELC,2053,0.01571321063724991
RE1,COQELC,2054,0.01571321063724991
RE1,COQGSL,2022,0.004
RE1,COQGSL,2023,0.004
RE1,COQGSL,2024,0.004
RE1,COQGSL,2025,0.004
RE1,COQGSL,2026,0.004
RE1,COQGSL,2027,0.004
RE1,COQGSL,2028,0.004
RE1,COQGSL,2029,0.004
RE1,COQGSL,2030,0.004
RE1,COQGSL,2031,0.004
RE1,COQGSL,2032,0.004
RE1,COQGSL,2033,0.004
RE1,COQGSL,2034,0.004
RE1,COQGSL,2035,0.004
RE1,COQGSL,2036,0.004
RE1,COQGSL,2037,0.004
RE1,COQGSL,2038,0.004
RE1,COQGSL,2039,0.004
RE1,COQGSL,2040,0.004
RE1,COQGSL,2041,0.004
RE1,COQGSL,2042,0.004
RE1,COQGSL,2043,0.004
RE1,COQGSL,2044,0.004
RE1,COQGSL,2045,0.004
RE1,COQGSL,2046,0.004
RE1,COQGSL,2047,0.004
RE1,COQGSL,2048,0.004
RE1,COQGSL,2049,0.004
RE1,COQGSL,2050,0.004
RE1,COQGSL,2051,0.004
RE1,COQGSL,2052,0.004
RE1,COQGSL,2053,0.004
RE1,COQGSL,2054,0.004
RE1,CSP,2022,0.0
RE1,CSP,2023,0.0
RE1,CSP,2024,0.0
RE1,CSP,2025,0.0
RE1,CSP,2026,0.0
RE1,CSP,2027,0.0
RE1,CSP,2028,0.0
RE1,CSP,2029,0.0
RE1,CSP,2030,0.0
RE1,CSP,2031,0.0
RE1,CSP,2032,0.0
RE1,CSP,2033,0.0
RE1,CSP,2034,0.0
RE1,CSP,2035,0.0
RE1,CSP,2036,0.0
RE1,CSP,2037,0.0
RE1,CSP,2038,0.0
RE1,CSP,2039,0.0
RE1,CSP,2040,0.0
RE1,CSP,2041,0.0
RE1,CSP,2042,0.0
RE1,CSP,2043,0.0
RE1,CSP,2044,0.0
RE1,CSP,2045,0.0
RE1,CSP,2046,0.0
RE1,CSP,2047,0.0
RE1,CSP,2048,0.0
RE1,CSP,2049,0.0
RE1,CSP,2050,0.0
RE1,CSP,2051,0.0
RE1,CSP,2052,0.0
RE1,CSP,2053,0.0
RE1,CSP,2054,0.0
RE1,DAM,2022,0.0
RE1,DAM,2023,0.0
RE1,DAM,2024,0.0
RE1,DAM,2025,0.0
RE1,DAM,2026,0.0
RE1,DAM,2027,0.0
RE1,DAM,2028,0.0
RE1,DAM,2029,0.0
RE1,DAM,2030,0.0
RE1,DAM,2031,0.0
RE1,DAM,2032,0.0
RE1,DAM,2033,0.0
RE1,DAM,2034,0.0
RE1,DAM,2035,0.0
RE1,DAM,2036,0.0
RE1,DAM,2037,0.0
RE1,DAM,2038,0.0
RE1,DAM,2039,0.0
RE1,DAM,2040,0.0
RE1,DAM,2041,0.0
RE1,DAM,2042,0.0
RE1,DAM,2043,0.0
RE1,DAM,2044,0.0
RE1,DAM,2045,0.0
RE1,DAM,2046,0.0
RE1,DAM,2047,0.0
RE1,DAM,2048,0.0
RE1,DAM,2049,0.0
RE1,DAM,2050,0.0
RE1,DAM,2051,0.0
RE1,DAM,2052,0.0
RE1,DAM,2053,0.0
RE1,DAM,2054,0.0
RE1,DSL,2022,0.0
RE1,DSL,2023,0.0
RE1,DSL,2024,0.0
RE1,DSL,2025,0.0
RE1,DSL,2026,0.0
RE1,DSL,2027,0.0
RE1,DSL,2028,0.0
RE1,DSL,2029,0.0
RE1,DSL,2030,0.0
RE1,DSL,2031,0.0
RE1,DSL,2032,0.0
RE1,DSL,2033,0.0
RE1,DSL,2034,0.0
RE1,DSL,2035,0.0
RE1,DSL,2036,0.0
RE1,DSL,2037,0.0
RE1,DSL,2038,0.0
RE1,DSL,2039,0.0
RE1,DSL,2040,0.0
RE1,DSL,2041,0.0
RE1,DSL,2042,0.0
RE1,DSL,2043,0.0
RE1,DSL,2044,0.0
RE1,DSL,2045,0.0
RE1,DSL,2046,0.0
RE1,DSL,2047,0.0
RE1,DSL,2048,0.0
RE1,DSL,2049,0.0
RE1,DSL,2050,0.0
RE1,DSL,2051,0.0
RE1,DSL,2052,0.0
RE1,DSL,2053,0.0
RE1,DSL,2054,0.0
RE1,DSL002,2022,0.0
RE1,DSL002,2023,0.0
RE1,DSL002,2024,0.0
RE1,DSL002,2025,0.0
RE1,DSL002,2026,0.0
RE1,DSL002,2027,0.0
RE1,DSL002,2028,0.0
RE1,DSL002,2029,0.0
RE1,DSL002,2030,0.0
RE1,DSL002,2031,0.0
RE1,DSL002,2032,0.0
RE1,DSL002,2033,0.0
RE1,DSL002,2034,0.0
RE1,DSL002,2035,0.0
RE1,DSL002,2036,0.0
RE1,DSL002,2037,0.0
RE1,DSL002,2038,0.0
RE1,DSL002,2039,0.0
RE1,DSL002,2040,0.0
RE1,DSL002,2041,0.0
RE1,DSL002,2042,0.0
RE1,DSL002,2043,0.0
RE1,DSL002,2044,0.0
RE1,DSL002,2045,0.0
RE1,DSL002,2046,0.0
RE1,DSL002,2047,0.0
RE1,DSL002,2048,0.0
RE1,DSL002,2049,0.0
RE1,DSL002,2050,0.0
RE1,DSL002,2051,0.0
RE1,DSL002,2052,0.0
RE1,DSL002,2053,0.0
RE1,DSL002,2054,0.0
RE1,ELC,2022,0.0
RE1,ELC,2023,0.0
RE1,ELC,2024,0.0
RE1,ELC,2025,0.0
RE1,ELC,2026,0.0
RE1,ELC,2027,0.0
RE1,ELC,2028,0.0
RE1,ELC,2029,0.0
RE1,ELC,2030,0.0
RE1,ELC,2031,0.0
RE1,ELC,2032,0.0
RE1,ELC,2033,0.0
RE1,ELC,2034,0.0
RE1,ELC,2035,0.0
RE1,ELC,2036,0.0
RE1,ELC,2037,0.0
RE1,ELC,2038,0.0
RE1,ELC,2039,0.0
RE1,ELC,2040,0.0
RE1,ELC,2041,0.0
RE1,ELC,2042,0.0
RE1,ELC,2043,0.0
RE1,ELC,2044,0.0
RE1,ELC,2045,0.0
RE1,ELC,2046,0.0
RE1,ELC,2047,0.0
RE1,ELC,2048,0.0
RE1,ELC,2049,0.0
RE1,ELC,2050,0.0
RE1,ELC,2051,0.0
RE1,ELC,2052,0.0
RE1,ELC,2053,0.0
RE1,ELC,2054,0.0
RE1,ELC002,2022,0.0
RE1,ELC002,2023,0.0
RE1,ELC002,2024,0.0
RE1,ELC002,2025,0.0
RE1,ELC002,2026,0.0
RE1,ELC002,2027,0.0
RE1,ELC002,2028,0.0
RE1,ELC002,2029,0.0
RE1,ELC002,2030,0.0
RE1,ELC002,2031,0.0
RE1,ELC002,2032,0.0
RE1,ELC002,2033,0.0
RE1,ELC002,2034,0.0
RE1,ELC002,2035,0.0
RE1,ELC002,2036,0.0
RE1,ELC002,2037,0.0
RE1,ELC002,2038,0.0
RE1,ELC002,2039,0.0
RE1,ELC002,2040,0.0
RE1,ELC002,2041,0.0
RE1,ELC002,2042,0.0
RE1,ELC002,2043,0.0
RE1,ELC002,2044,0.0
RE1,ELC002,2045,0.0
RE1,ELC002,2046,0.0
RE1,ELC002,2047,0.0
RE1,ELC002,2048,0.0
RE1,ELC002,2049,0.0
RE1,ELC002,2050,0.0
RE1,ELC002,2051,0.0
RE1,ELC002,2052,0.0
RE1,ELC002,2053,0.0
RE1,ELC002,2054,0.0
RE1,ELC003,2022,0.0
RE1,ELC003,2023,0.0
RE1,ELC003,2024,0.0
RE1,ELC003,2025,0.0
RE1,ELC003,2026,0.0
RE1,ELC003,2027,0.0
RE1,ELC003,2028,0.0
RE1,ELC003,2029,0.0
RE1,ELC003,2030,0.0
RE1,ELC003,2031,0.0
RE1,ELC003,2032,0.0
RE1,ELC003,2033,0.0
RE1,ELC003,2034,0.0
RE1,ELC003,2035,0.0
RE1,ELC003,2036,0.0
RE1,ELC003,2037,0.0
RE1,ELC003,2038,0.0
RE1,ELC003,2039,0.0
RE1,ELC003,2040,0.0
RE1,ELC003,2041,0.0
RE1,ELC003,2042,0.0
RE1,ELC003,2043,0.0
RE1,ELC003,2044,0.0
RE1,ELC003,2045,0.0
RE1,ELC003,2046,0.0
RE1,ELC003,2047,0.0
RE1,ELC003,2048,0.0
RE1,ELC003,2049,0.0
RE1,ELC003,2050,0.0
RE1,ELC003,2051,0.0
RE1,ELC003,2052,0.0
RE1,ELC003,2053,0.0
RE1,ELC003,2054,0.0
RE1,ELCZNI,2022,0.0
RE1,ELCZNI,2023,0.0
RE1,ELCZNI,2024,0.0
RE1,ELCZNI,2025,0.0
RE1,ELCZNI,2026,0.0
RE1,ELCZNI,2027,0.0
RE1,ELCZNI,2028,0.0
RE1,ELCZNI,2029,0.0
RE1,ELCZNI,2030,0.0
