Parametro,Dimension,Codigo_Destino,Region,Anio,Participacion_Efectiva,Valor_Absoluto
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2043,0.012198,1219.835671
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2044,0.012196,1219.542984
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2045,0.012196,1219.578901
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2046,0.012188,1218.807759
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2047,0.012189,1218.92178
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2048,0.012191,1219.096363
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2049,0.012189,1218.927819
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2050,0.012196,1219.582043
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2051,0.012204,1220.3824
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2052,0.012215,1221.468686
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2053,0.012229,1222.849205
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2054,0.012245,1224.5323
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2022,0.009832,983.181269
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2023,0.009102,910.163368
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2024,0.011822,1182.222706
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2025,0.012323,1232.286572
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2026,0.01234,1234.007197
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2027,0.012354,1235.385381
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2028,0.01236,1236.03311
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2029,0.012366,1236.556542
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2030,0.012362,1236.209662
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2031,0.012349,1234.885326
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2032,0.012334,1233.434861
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2033,0.01232,1231.970544
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2034,0.012304,1230.37386
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2035,0.012289,1228.847134
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2036,0.012271,1227.091162
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2037,0.012264,1226.435984
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2038,0.012252,1225.21498
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2039,0.012236,1223.563959
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2040,0.012224,1222.400822
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2041,0.012211,1221.074941
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2042,0.012206,1220.602891
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2043,0.012198,1219.835671
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2044,0.012196,1219.542984
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2045,0.012196,1219.578901
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2046,0.012188,1218.807759
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2047,0.012189,1218.92178
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2048,0.012191,1219.096363
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2049,0.012189,1218.927819
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2050,0.012196,1219.582043
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2051,0.012204,1220.3824
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2052,0.012215,1221.468686
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2053,0.012229,1222.849205
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2054,0.012245,1224.5323
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2022,0.009832,983.181269
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2023,0.009102,910.163368
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2024,0.011822,1182.222706
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2025,0.012323,1232.286572
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2026,0.01234,1234.007197
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2027,0.012354,1235.385381
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2028,0.01236,1236.03311
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2029,0.012366,1236.556542
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2030,0.012362,1236.209662
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2031,0.012349,1234.885326
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2032,0.012334,1233.434861
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2033,0.01232,1231.970544
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2034,0.012304,1230.37386
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2035,0.012289,1228.847134
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2036,0.012271,1227.091162
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2037,0.012264,1226.435984
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2038,0.012252,1225.21498
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2039,0.012236,1223.563959
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2040,0.012224,1222.400822
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2041,0.012211,1221.074941
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2042,0.012206,1220.602891
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2043,0.012198,1219.835671
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2044,0.012196,1219.542984
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2045,0.012196,1219.578901
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2046,0.012188,1218.807759
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2047,0.012189,1218.92178
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2048,0.012191,1219.096363
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2049,0.012189,1218.927819
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2050,0.012196,1219.582043
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2051,0.012204,1220.3824
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2052,0.012215,1221.468686
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2053,0.012229,1222.849205
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2054,0.012245,1224.5323
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2022,0.009832,983.181269
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2023,0.009102,910.163368
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2024,0.011822,1182.222706
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2025,0.012323,1232.286572
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2026,0.01234,1234.007197
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2027,0.012354,1235.385381
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2028,0.01236,1236.03311
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2029,0.012366,1236.556542
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2030,0.012362,1236.209662
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2031,0.012349,1234.885326
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2032,0.012334,1233.434861
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2033,0.01232,1231.970544
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2034,0.012304,1230.37386
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2035,0.012289,1228.847134
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2036,0.012271,1227.091162
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2037,0.012264,1226.435984
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2038,0.012252,1225.21498
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2039,0.012236,1223.563959
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2040,0.012224,1222.400822
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2041,0.012211,1221.074941
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2042,0.012206,1220.602891
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2043,0.012198,1219.835671
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2044,0.012196,1219.542984
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2045,0.012196,1219.578901
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2046,0.012188,1218.807759
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2047,0.012189,1218.92178
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2048,0.012191,1219.096363
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2049,0.012189,1218.927819
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2050,0.012196,1219.582043
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2051,0.012204,1220.3824
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2052,0.012215,1221.468686
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2053,0.012229,1222.849205
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2054,0.012245,1224.5323
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2022,0.009832,983.181269
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2023,0.009102,910.163368
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2024,0.011822,1182.222706
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2025,0.012323,1232.286572
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2026,0.01234,1234.007197
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2027,0.012354,1235.385381
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2028,0.01236,1236.03311
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2029,0.012366,1236.556542
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2030,0.012362,1236.209662
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2031,0.012349,1234.885326
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2032,0.012334,1233.434861
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2033,0.01232,1231.970544
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2034,0.012304,1230.37386
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2035,0.012289,1228.847134
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2036,0.012271,1227.091162
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2037,0.012264,1226.435984
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2038,0.012252,1225.21498
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2039,0.012236,1223.563959
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2040,0.012224,1222.400822
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2041,0.012211,1221.074941
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2042,0.012206,1220.602891
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2043,0.012198,1219.835671
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2044,0.012196,1219.542984
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2045,0.012196,1219.578901
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2046,0.012188,1218.807759
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2047,0.012189,1218.92178
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2048,0.012191,1219.096363
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2049,0.012189,1218.927819
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2050,0.012196,1219.582043
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2051,0.012204,1220.3824
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2052,0.012215,1221.468686
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2053,0.012229,1222.849205
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2054,0.012245,1224.5323
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2022,0.009832,983.181269
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2023,0.009102,910.163368
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2024,0.011822,1182.222706
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2025,0.012323,1232.286572
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2026,0.01234,1234.007197
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2027,0.012354,1235.385381
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2028,0.01236,1236.03311
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2029,0.012366,1236.556542
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2030,0.012362,1236.209662
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2031,0.012349,1234.885326
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2032,0.012334,1233.434861
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2033,0.01232,1231.970544
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2034,0.012304,1230.37386
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2035,0.012289,1228.847134
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2036,0.012271,1227.091162
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2037,0.012264,1226.435984
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2038,0.012252,1225.21498
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2039,0.012236,1223.563959
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2040,0.012224,1222.400822
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2041,0.012211,1221.074941
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2042,0.012206,1220.602891
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2043,0.012198,1219.835671
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2044,0.012196,1219.542984
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2045,0.012196,1219.578901
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2046,0.012188,1218.807759
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2047,0.012189,1218.92178
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2048,0.012191,1219.096363
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2049,0.012189,1218.927819
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2050,0.012196,1219.582043
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2051,0.012204,1220.3824
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2052,0.012215,1221.468686
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2053,0.012229,1222.849205
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2054,0.012245,1224.5323
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2022,0.000703,70.27326
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2023,0.000731,73.069276
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2024,0.002774,277.386695
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2025,0.002989,298.85305
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2026,0.002986,298.597353
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2027,0.002984,298.37925
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2028,0.002981,298.116896
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2029,0.00298,297.952198
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2030,0.002977,297.704967
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2031,0.002973,297.299789
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2032,0.002969,296.88489
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2033,0.002965,296.474712
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2034,0.00296,296.041152
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2035,0.002956,295.636584
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2036,0.002952,295.199321
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2037,0.00295,295.025624
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2038,0.002947,294.724276
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2039,0.002943,294.322999
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2040,0.00294,294.044699
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2041,0.002937,293.732578
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2042,0.002936,293.631303
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2043,0.002935,293.460398
TotalTechnologyAnnualActivityUpperLimit,TECHNOLOGY,IN_DEMRESELCCKN_HIG,IN,2044,0.002934,293.403852
