Parametro,Dimension,Codigo_Destino,Region,Anio,Participacion_Efectiva,Valor_Absoluto
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2041,0.005046,0.00052
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2042,0.005107,0.000478
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2043,0.005168,0.000437
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2044,0.005229,0.000398
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2045,0.005288,0.00036
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2046,0.005348,0.000325
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2047,0.005407,0.000292
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2048,0.005468,0.000261
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2049,0.005527,0.000233
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2050,0.005591,0.000207
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2051,0.005654,0.000183
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2052,0.005718,0.000161
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2053,0.005783,0.000141
ResidualCapacity,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2054,0.005849,0.000123
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2025,0.034974,0.059873
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2026,0.033498,0.080825
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2027,0.03295,0.096344
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2028,0.032728,0.106209
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2029,0.032646,0.110231
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2030,0.032617,0.108225
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2031,0.033108,0.121642
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2032,0.033621,0.134112
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2033,0.034146,0.145564
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2034,0.034693,0.155999
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2035,0.036762,0.182704
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2036,0.037586,0.178296
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2037,0.038286,0.173009
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2038,0.038999,0.167505
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2039,0.03972,0.161761
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2040,0.040453,0.155792
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2041,0.041199,0.149415
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2042,0.041971,0.142866
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2043,0.042763,0.136111
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2044,0.043581,0.129162
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2045,0.044435,0.122034
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2046,0.045349,0.114697
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2047,0.046332,0.107222
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2048,0.047412,0.099628
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2049,0.048627,0.091924
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2050,0.050076,0.08417
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2051,0.050622,0.085263
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2052,0.051336,0.084828
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2053,0.053067,0.076769
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2054,0.055249,0.068548
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2022,0.025266,0.303594
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2023,0.033782,0.427868
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2024,0.030637,0.37229
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2025,0.034974,0.418696
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2026,0.035545,0.349112
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2027,0.036036,0.282138
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2028,0.03631,0.217647
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2029,0.036107,0.155846
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2030,0.034636,0.096818
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2031,0.035865,0.079206
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2032,0.037519,0.062422
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2033,0.040053,0.046501
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2034,0.044986,0.031482
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_LOW,SE,2035,0.062137,0.017397
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2022,0.025266,0.002092
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2023,0.033782,0.00404
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2024,0.030637,0.008425
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2025,0.031941,0.008381
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2026,0.032321,0.008273
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2027,0.032729,0.008132
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2028,0.03315,0.007957
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2029,0.033595,0.007753
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2030,0.034076,0.007526
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2031,0.034596,0.007278
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2032,0.035129,0.007007
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2033,0.035671,0.006716
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2034,0.03623,0.00641
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2035,0.036793,0.006089
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2036,0.037485,0.005778
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2037,0.038042,0.005437
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2038,0.038596,0.005093
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2039,0.039141,0.004747
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2040,0.039677,0.004405
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2041,0.040198,0.004067
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2042,0.040717,0.003738
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2043,0.041218,0.003419
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2044,0.041702,0.003113
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2045,0.04217,0.00282
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2046,0.042624,0.002543
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2047,0.043062,0.002283
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2048,0.043478,0.002039
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2049,0.043884,0.001814
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2050,0.04433,0.001608
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2051,0.044746,0.001418
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2052,0.045157,0.001246
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2053,0.045561,0.001089
ResidualCapacity,TECHNOLOGY,SE_DEMRESWOOCKN_MID,SE,2054,0.04596,0.000949
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESELCCKN_MID,SE,2025,0.001164,0.000115
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESELCCKN_MID,SE,2026,0.00118,0.000116
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESELCCKN_MID,SE,2027,0.001197,0.000118
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESELCCKN_MID,SE,2028,0.001215,0.00012
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESELCCKN_MID,SE,2029,0.001233,0.000122
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESELCCKN_MID,SE,2030,0.001253,0.000124
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2025,0.00174,0.000343
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2026,0.001768,0.000349
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2027,0.001798,0.000355
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2028,0.001829,0.000361
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2029,0.001861,0.000367
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESLPGCKN_MID,SE,2030,0.001895,0.000374
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2025,0.030285,0.018685
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2026,0.030646,0.018907
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2027,0.031036,0.019148
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2028,0.031443,0.019399
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2029,0.031872,0.019664
TotalAnnualMinCapacityInvestment,TECHNOLOGY,SE_DEMRESWOOCKN_HIG,SE,2030,0.03234,0.019953
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2025,0.012323,6.2e-05
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2026,0.01234,6.2e-05
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2027,0.012354,7.4e-05
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2028,0.01236,7.4e-05
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2029,0.012366,7.4e-05
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2030,0.012362,7.4e-05
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2031,0.012349,8.6e-05
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2032,0.012334,9.9e-05
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2033,0.01232,9.9e-05
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2034,0.012304,0.000123
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2035,0.012289,0.000135
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2036,0.012271,0.000172
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2037,0.012264,0.000208
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2038,0.012252,0.000257
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_HIG,IN,2039,0.012236,0.000318
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2025,0.012323,0.000813
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2026,0.01234,0.000814
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2027,0.012354,0.000815
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2028,0.01236,0.000816
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2029,0.012366,0.000816
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2030,0.012362,0.000816
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2031,0.012349,0.000815
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2032,0.012334,0.000802
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2033,0.01232,0.000801
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_LOW,IN,2034,0.012304,0.000787
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2025,0.012323,0.001158
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2026,0.01234,0.00116
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2027,0.012354,0.001161
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2028,0.01236,0.001162
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2029,0.012366,0.001162
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2030,0.012362,0.001162
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2031,0.012349,0.001148
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2032,0.012334,0.001147
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2033,0.01232,0.001146
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2034,0.012304,0.001132
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2035,0.012289,0.001118
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2036,0.012271,0.001092
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2037,0.012264,0.001079
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2038,0.012252,0.001041
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_POR_MID,IN,2039,0.012236,0.001003
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2025,0.012323,0.000579
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2026,0.01234,0.000592
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2027,0.012354,0.000618
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2028,0.01236,0.00063
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2029,0.012366,0.000668
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2030,0.012362,0.000705
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2031,0.012349,0.000766
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2032,0.012334,0.000839
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2033,0.01232,0.000936
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2034,0.012304,0.001083
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2035,0.012289,0.001266
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2036,0.012271,0.001522
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2037,0.012264,0.001852
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2038,0.012252,0.002291
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2039,0.012236,0.002863
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2040,0.012224,0.003582
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2041,0.012211,0.004457
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2042,0.012206,0.005517
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2043,0.012198,0.006721
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2044,0.012196,0.008061
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2045,0.012196,0.009464
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2046,0.012188,0.010872
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2047,0.012189,0.012202
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2048,0.012191,0.013422
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2049,0.012189,0.014469
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2050,0.012196,0.015367
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2051,0.012204,0.016097
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2052,0.012215,0.016673
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2053,0.012229,0.017132
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_HIG,IN,2054,0.012245,0.017499
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2025,0.012323,0.007345
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2026,0.01234,0.007355
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2027,0.012354,0.007351
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2028,0.01236,0.007354
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2029,0.012366,0.007345
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2030,0.012362,0.007318
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2031,0.012349,0.007286
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2032,0.012334,0.007253
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2033,0.01232,0.007195
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2034,0.012304,0.007136
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2035,0.012289,0.007041
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2036,0.012271,0.006933
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2037,0.012264,0.006782
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2038,0.012252,0.006592
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2039,0.012236,0.00635
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2040,0.012224,0.006051
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2041,0.012211,0.005678
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2042,0.012206,0.005249
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2043,0.012198,0.004733
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2044,0.012196,0.004183
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2045,0.012196,0.00361
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2046,0.012188,0.003023
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2047,0.012189,0.002474
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2048,0.012191,0.001975
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2049,0.012189,0.001536
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2050,0.012196,0.001171
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2051,0.012204,0.000879
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2052,0.012215,0.000647
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2053,0.012229,0.000465
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_LOW,IN,2054,0.012245,0.000331
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2025,0.012323,0.010475
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2026,0.01234,0.010477
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2027,0.012354,0.010476
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2028,0.01236,0.010469
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2029,0.012366,0.010461
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2030,0.012362,0.010434
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2031,0.012349,0.010385
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2032,0.012334,0.010336
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2033,0.01232,0.010262
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2034,0.012304,0.010163
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2035,0.012289,0.01004
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2036,0.012271,0.009878
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2037,0.012264,0.009677
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2038,0.012252,0.009397
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2039,0.012236,0.009054
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2040,0.012224,0.00863
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2041,0.012211,0.008096
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2042,0.012206,0.00747
TotalAnnualMaxCapacityInvestment,TECHNOLOGY,IN_DEMRESELCAIR_SPL_MID,IN,2043,0.012198,0.006758
